"distA";"distB";"distC";"distD";"distE";"distF";"distG";"temA";"temB";"temC";"temD";"temE";"temF";"temG";"dist";"tem"
"575";2.4218;0.8873;5.0034;2.6563;2.1664;4.7695;7.0012;4.81;1.66;7.49833333333333;4.48833333333333;3.69166666666667;8.07833333333333;10.19;"B";"B"
"576";8.2902;6.4322;8.8241;5.2993;5.1093;5.3065;8.159;13.3933333333333;10.73;13.285;8.375;8.12166666666667;8.22666666666667;10.7633333333333;"E";"E"
"577";4.7983;3.071;5.6191;2.0944;1.9043;2.9611;5.3383;8.35666666666667;5.12;8.35333333333333;3.56666666666667;3.19;5.14333333333333;8.13166666666667;"E";"E"
"578";2.8423;1.3104;4.26;2.0208;1.531;4.1261;6.2578;4.60166666666667;2.28166666666667;6.61;3.865;3.06833333333333;7.475;9.30166666666667;"B";"B"
"579";4.959;3.101;5.4929;1.9681;1.778;2.7599;5.1122;8.375;5.71166666666667;8.26666666666667;3.35666666666667;3.10333333333333;4.72833333333333;7.71166666666667;"E";"E"
"580";3.0795;1.5476;4.0664;1.7226;1.2328;3.8279;6.0643;5.07166666666667;2.75166666666667;5.74166666666667;3.09833333333333;2.30166666666667;6.70833333333333;8.43333333333333;"E";"E"
"581";3.6528;1.9517;4.5523;1.3987;1.1154;3.4183;5.7641;5.77666666666667;3.22333333333333;6.675;2.325;1.795;5.595;8.70833333333333;"E";"E"
"582";2.0069;3.7559;4.1402;5.8337;5.0808;7.676;8.4938;3.60833333333333;6.36;6.175;7.85333333333333;7.16;11.5666666666667;11.8233333333333;"A";"A"
"583";3.1239;1.7489;4.2726;2.2804;1.7905;4.3857;6.2705;5.73666666666667;3.46666666666667;6.69;4.29666666666667;3.5;7.90666666666667;9.38166666666667;"B";"B"
"584";8.4086;6.5507;8.9425;5.4177;5.2277;4.9147;6.9995;13.7166666666667;11.0533333333333;13.6083333333333;8.69833333333333;8.445;7.21;9.51166666666667;"F";"F"
"585";5.4891;3.788;4.9039;2.3164;2.1263;2.0981;4.4504;9.71833333333333;7.165;8.58666666666667;4.15333333333333;3.77666666666667;3.65;6.63333333333333;"F";"F"
"586";6.8884;5.0304;6.0104;3.5153;3.3252;2.6166;4.8473;11.9333333333333;9.27;10.855;6.51166666666667;6.135;5.05;8.55166666666667;"F";"F"
"587";3.9623;2.4304;3.4968;2.2226;1.7327;4.3279;5.4946;6.28666666666667;3.96666666666667;5.25333333333333;3.24666666666667;2.45;6.85666666666667;7.945;"E";"E"
"588";5.4878;3.7867;4.8677;2.3151;2.125;2.062;4.4143;9.60333333333333;7.05;8.59166666666667;4.03833333333333;3.66166666666667;3.655;6.63833333333333;"F";"F"
"589";3.2848;2.3104;2.9768;2.2867;1.7969;4.392;5.5588;5.33833333333333;4.915;5.1;3.49166666666667;2.695;7.10166666666667;8.29833333333333;"E";"E"
"590";5.8262;4.1252;4.9582;2.41;2.2199;2.0956;4.5047;10.4166666666667;7.86333333333333;8.87666666666667;4.60333333333333;4.22666666666667;3.67833333333333;6.92333333333333;"F";"F"
"591";5.6974;3.9963;4.619;2.0708;1.8808;1.8133;4.1656;10.1066666666667;7.55333333333333;8.24;3.96666666666667;3.59;3.30333333333333;6.28666666666667;"F";"F"
"592";5.6496;3.9485;5.0296;2.4769;2.2869;2.2238;4.5761;9.90666666666667;7.35333333333333;8.895;4.34166666666667;3.965;3.95833333333333;6.94166666666667;"F";"F"
"593";6.1827;4.3247;5.1106;2.8096;2.6195;2.2663;4.6571;9.90666666666667;7.24333333333333;9.025;4.485;4.10833333333333;3.75166666666667;7.07166666666667;"F";"F"
"594";7.5589;5.7063;5.641;3.0439;3.2312;2.2392;4.47;12.3983333333333;9.79166666666667;9.95666666666667;5.73;5.70333333333333;4.325;7.82666666666667;"F";"F"
"595";10.3387;8.4807;9.1368;7.3478;7.1578;5.1041;7.1889;16.0083333333333;13.345;14.2816666666667;10.99;10.7366666666667;7.58166666666667;9.88333333333333;"F";"F"
"596";6.3916;4.5336;4.8677;2.2706;2.122;1.8877;4.3061;10.3333333333333;7.67;8.69;4.46333333333333;4.19166666666667;3.29;6.78166666666667;"F";"F"
"597";5.0648;3.3637;4.4636;0.9388;0.7488;2.0545;4.4062;7.98333333333333;5.43;6.39;1.60333333333333;1.22666666666667;3.56166666666667;6.67666666666667;"E";"E"
"598";8.7164;6.8584;8.0244;5.7255;5.5354;3.9917;6.0765;13.75;11.0866666666667;12.7916666666667;8.73166666666667;8.47833333333333;6.09166666666667;8.39333333333333;"F";"F"
"599";10.8469;8.9889;9.6811;7.856;7.6659;5.6484;7.7332;16.4783333333333;13.815;14.68;11.46;11.2066666666667;7.98;10.2816666666667;"F";"F"
"600";5.5427;3.8416;3.9526;1.405;1.2149;1.8783;4.1064;8.59666666666667;6.04333333333333;6.99;2.27833333333333;1.90166666666667;3.28833333333333;6.325;"E";"E"
"601";6.9892;5.1366;5.0713;2.4742;2.6614;1.6775;3.9083;11.32;8.71333333333333;8.87833333333333;4.65166666666667;4.625;3.26666666666667;6.76833333333333;"F";"F"
"602";5.3141;3.613;3.73;0.8083;0.9981;2.3038;4.5194;8.32333333333333;5.77;6.54833333333333;1.85666666666667;1.56666666666667;4.02666666666667;7.03833333333333;"D";"E"
"603";5.4286;3.8813;3.6525;1.0641;1.2311;1.7447;4.0683;8.92333333333333;6.39333333333333;6.415;2.21666666666667;2.12;3.205;6.20333333333333;"D";"E"
"604";5.3453;3.9491;2.6239;1.3347;1.5025;2.1282;4.4518;8.03666666666667;7;4.62;2.52;2.70333333333333;3.835;6.83333333333333;"D";"D"
"605";4.8707;4.3285;2.4134;1.7005;1.8035;2.7119;4.4056;7.14166666666667;6.73833333333333;4.38166666666667;3.585;3.71166666666667;4.90666666666667;6.67166666666667;"D";"D"
"606";6.027;4.326;3.9872;1.5628;1.7657;1.3109;3.6345;9.535;6.98166666666667;6.95666666666667;3.07833333333333;2.93833333333333;2.385;5.38333333333333;"F";"F"
"607";8.549;6.691;6.6769;4.6968;4.8841;2.6442;5.3509;13.515;10.8516666666667;11.1583333333333;8.05166666666667;8.025;4.45833333333333;8.00166666666667;"F";"F"
"608";8.6107;6.7528;6.7391;4.759;4.9463;2.7064;5.4131;13.61;10.9466666666667;11.3066666666667;8.2;8.17333333333333;4.60666666666667;8.15;"F";"F"
"609";10.1619;8.304;8.5135;7.1711;6.981;4.4808;7.0483;15.6916666666667;13.0283333333333;13.81;10.6733333333333;10.42;7.11;9.495;"F";"F"
"610";11.0023;9.1443;8.902;6.9219;7.1092;4.8693;6.9942;16.58;13.9166666666667;13.9533333333333;10.8466666666667;10.82;7.25333333333333;9.645;"F";"F"
"611";11.4102;9.5522;8.9595;6.9794;7.1667;4.9268;7.0517;17.16;14.4966666666667;14.02;10.9133333333333;10.8866666666667;7.32;9.71166666666667;"F";"F"
"612";3.5657;5.3475;2.417;4.1718;4.1156;6.0669;6.6985;5.84166666666667;8.71166666666667;4.34833333333333;6.91166666666667;6.82666666666667;10.075;10.1666666666667;"C";"C"
"613";11.4715;9.6135;9.0208;7.0407;7.228;4.9881;7.113;17.2516666666667;14.5883333333333;14.1116666666667;11.005;10.9783333333333;7.41166666666667;9.80333333333333;"F";"F"
"614";10.2585;8.4006;8.1136;6.1335;6.3208;4.0809;6.2058;16.0133333333333;13.35;13.305;10.1983333333333;10.1716666666667;6.605;8.99666666666667;"F";"F"
"615";3.6425;4.7145;1.2862;2.8632;2.807;3.8491;4.4807;5.85833333333333;7.15333333333333;2.815;4.58333333333333;4.49833333333333;6.65;6.74166666666667;"C";"C"
"616";6.5462;4.3212;3.4362;1.5132;1.6767;1.7657;3.7126;9.43666666666667;7.39333333333333;5.96;2.905;2.94;3.16;5.39;"D";"D"
"617";10.2421;8.3841;8.1119;6.1318;6.319;4.0792;6.2041;16.1866666666667;13.5233333333333;13.3466666666667;10.24;10.2133333333333;6.64666666666667;9.03833333333333;"F";"F"
"618";10.0643;7.667;6.9543;4.9742;5.1615;2.9217;5.0064;14.61;12;11.1333333333333;8.02666666666667;8;4.43333333333333;6.735;"F";"F"
"619";9.7934;7.9354;7.6511;5.671;5.8583;3.6184;5.7433;15.2466666666667;12.5833333333333;12.2983333333333;9.19166666666667;9.165;5.59833333333333;7.99;"F";"F"
"620";8.2997;6.4522;5.7038;3.7846;3.9719;1.6942;3.5176;13.6983333333333;11.07;10.2883333333333;7.03;7.00333333333333;3.64833333333333;7.075;"F";"F"
"621";5.3021;4.7599;2.5303;1.9303;2.0981;2.708;3.8416;8.185;7.78166666666667;4.71166666666667;3.595;3.77833333333333;4.93;6.02166666666667;"D";"D"
"622";4.2789;4.6411;0.723;2.9361;2.8798;3.7757;4.4073;6.30666666666667;6.975;2.06833333333333;4.47333333333333;4.38833333333333;6.47166666666667;6.56333333333333;"C";"C"
"623";4.2375;4.7202;0.9729;3.0151;2.9589;3.8548;4.4864;7.08666666666667;7.43166666666667;2.575;4.93;4.845;6.92833333333333;7.02;"C";"C"
"624";10.5108;8.6528;7.9223;5.9422;6.1295;3.8896;6.0145;16.1683333333333;13.505;12.8566666666667;9.75;9.72333333333333;6.15666666666667;8.54833333333333;"F";"F"
"625";9.9598;7.6837;6.8498;4.8698;5.057;2.8172;4.902;14.6183333333333;12.15;11.1416666666667;8.035;8.00833333333333;4.44166666666667;6.74333333333333;"F";"F"
"626";4.2348;5.2147;0.5708;3.5096;3.4534;4.2295;4.6206;6.76333333333333;8.2;1.63833333333333;5.69833333333333;5.61333333333333;7.65833333333333;7.57166666666667;"C";"C"
"627";4.0226;5.858;0.3586;4.1529;4.0967;4.4968;4.8878;6.16333333333333;8.67833333333333;1.03833333333333;6.05833333333333;5.97333333333333;8.445;8.35833333333333;"C";"C"
"628";9.1429;6.8668;6.0329;4.0528;4.2401;2.0002;3.2252;13.995;11.5266666666667;10.5183333333333;7.41166666666667;7.385;3.81833333333333;5.83833333333333;"F";"F"
"629";7.1882;6.646;4.0782;2.762;2.9681;2.0139;2.5021;9.77;9.36666666666667;6.29333333333333;4.86;4.965;3.595;3.94;"F";"F"
"630";8.9897;6.7136;5.8797;3.8996;4.0869;1.4309;2.6885;13.8733333333333;11.405;10.3966666666667;7.29;7.26333333333333;3.02666666666667;5.02333333333333;"F";"F"
"631";9.6139;7.3378;6.5039;4.5238;4.7111;2.4712;4.2839;14.2683333333333;11.8;10.7916666666667;7.685;7.65833333333333;4.09166666666667;6.025;"F";"F"
"632";8.5384;6.4786;5.4284;3.5601;3.7662;1.1265;2.5076;12.945;10.905;9.46833333333333;6.58833333333333;6.69333333333333;2.33333333333333;4.28333333333333;"F";"F"
"633";9.9066;7.6305;6.7967;4.8166;5.0039;2.764;4.5587;14.91;12.4416666666667;11.4333333333333;8.32666666666667;8.3;4.73333333333333;6.72;"F";"F"
"634";5.9451;5.4029;2.8351;2.8901;3.0578;2.4111;2.7262;8.045;7.64166666666667;4.56833333333333;4.84166666666667;5.025;4.11166666666667;4.11166666666667;"F";"F"
"635";9.9828;7.7067;6.8728;4.8927;5.08;2.8402;4.404;15.0933333333333;12.625;11.6166666666667;8.51;8.48333333333333;4.91666666666667;6.595;"F";"F"
"636";9.3719;7.3122;6.262;4.3937;4.5998;1.9601;2.9198;14.2966666666667;12.2566666666667;10.82;7.94;8.045;3.685;5.09333333333333;"F";"F"
"637";10.0552;7.7791;6.9452;4.9651;5.1524;2.9125;4.4137;15.1683333333333;12.7;11.6916666666667;8.585;8.55833333333333;4.99166666666667;6.57166666666667;"F";"F"
"638";9.5763;8.099;6.4663;4.5981;4.8042;2.1645;3.1242;14.6683333333333;12.6016666666667;11.1916666666667;8.31166666666667;8.41666666666667;4.05666666666667;5.465;"F";"F"
"639";5.8429;7.548;3.2294;5.843;5.7868;6.8793;6.4682;7.71833333333333;10.3583333333333;4.74;7.73833333333333;7.65333333333333;10.4666666666667;9.79333333333333;"C";"C"
"640";10.2559;7.9798;7.1459;5.1658;5.3531;3.1132;4.7114;14.9766666666667;12.5083333333333;11.5;8.39333333333333;8.36666666666667;4.8;6.59166666666667;"F";"F"
"641";6.8205;6.2783;3.7105;3.2358;3.4419;2.5306;2.3074;9.66833333333333;9.265;6.19166666666667;5.39333333333333;5.49833333333333;4.56333333333333;3.87333333333333;"G";"G"
"642";6.4597;5.9175;3.3497;3.2381;3.4442;2.5329;2.2216;9.38333333333333;8.98;5.90666666666667;5.545;5.65;4.715;3.875;"G";"G"
"643";6.4558;5.9136;3.3458;2.871;3.0771;2.1658;2.1873;8.69333333333333;8.29;5.21666666666667;4.41833333333333;4.52333333333333;3.58833333333333;3.295;"F";"G"
"644";9.1992;7.1394;6.0892;4.2209;4.5128;1.6534;1.8433;13.9516666666667;11.79;10.475;7.595;7.64833333333333;3.63166666666667;3.425;"F";"G"
"645";7.2281;6.6859;4.1181;3.6434;3.8495;1.9191;1.9565;9.95333333333333;9.55;6.47666666666667;5.67833333333333;5.78333333333333;3.33666666666667;3.07166666666667;"F";"G"
"646";7.2281;6.6859;4.1181;3.6434;3.8495;1.9191;1.9565;9.95333333333333;9.55;6.47666666666667;5.67833333333333;5.78333333333333;3.33666666666667;3.07166666666667;"F";"G"
"647";8.321;6.2613;5.211;3.3428;3.6346;1.2025;1.5233;11.98;9.81833333333333;8.50333333333333;5.62333333333333;5.67666666666667;1.74833333333333;2.43166666666667;"F";"F"
"648";10.4704;8.1943;7.3604;5.3803;5.5676;2.7032;3.9965;15.415;12.9466666666667;11.9383333333333;8.83166666666667;8.805;4.87833333333333;5.81833333333333;"F";"F"
"649";9.0683;7.0085;5.9583;4.09;4.2961;1.6564;1.6592;13.6483333333333;11.6083333333333;10.1716666666667;7.29166666666667;7.39666666666667;3.03666666666667;2.905;"F";"G"
"650";6.1093;7.977;3.5666;6.1802;6.124;7.2166;6.7345;8.05;10.9933333333333;5.43666666666667;8.435;8.35;11.1633333333333;10.1716666666667;"C";"C"
"651";9.8442;8.3219;6.7342;5.5079;5.6952;2.4323;3.4783;15.3783333333333;13.065;11.9016666666667;8.95;8.92333333333333;4.76666666666667;5.28166666666667;"F";"F"
"652";7.1277;6.5855;4.0177;3.543;3.7491;2.146;2.0818;9.54;9.13666666666667;6.06333333333333;5.265;5.37;3.58333333333333;3.46;"G";"G"
"653";9.9324;8.3851;6.8224;5.5711;5.7584;2.5205;3.3531;15.5283333333333;13.2683333333333;12.0516666666667;9.15333333333333;9.12666666666667;4.91666666666667;5.19;"F";"F"
"654";6.905;6.3628;3.795;3.6265;3.8326;2.9873;1.5967;9.40833333333333;9.005;5.93166666666667;5.63333333333333;5.73833333333333;4.65333333333333;2.51833333333333;"G";"G"
"655";6.905;6.3628;3.795;3.6265;3.8326;2.9873;1.5967;9.40833333333333;9.005;5.93166666666667;5.63333333333333;5.73833333333333;4.65333333333333;2.51833333333333;"G";"G"
"656";6.905;6.3628;3.795;3.6265;3.8326;2.9873;1.5967;9.40833333333333;9.005;5.93166666666667;5.63333333333333;5.73833333333333;4.65333333333333;2.51833333333333;"G";"G"
"657";6.905;6.3628;3.795;3.6265;3.8326;2.9873;1.5967;9.40833333333333;9.005;5.93166666666667;5.63333333333333;5.73833333333333;4.65333333333333;2.51833333333333;"G";"G"
"658";6.905;6.3628;3.795;3.6265;3.8326;2.9873;1.5967;9.40833333333333;9.005;5.93166666666667;5.63333333333333;5.73833333333333;4.65333333333333;2.51833333333333;"G";"G"
"659";6.905;6.3628;3.795;3.6265;3.8326;2.9873;1.5967;9.40833333333333;9.005;5.93166666666667;5.63333333333333;5.73833333333333;4.65333333333333;2.51833333333333;"G";"G"
"660";6.905;6.3628;3.795;3.6265;3.8326;2.9873;1.5967;9.40833333333333;9.005;5.93166666666667;5.63333333333333;5.73833333333333;4.65333333333333;2.51833333333333;"G";"G"
"661";6.905;6.3628;3.795;3.6265;3.8326;2.9873;1.5967;9.40833333333333;9.005;5.93166666666667;5.63333333333333;5.73833333333333;4.65333333333333;2.51833333333333;"G";"G"
"662";6.905;6.3628;3.795;3.6265;3.8326;2.9873;1.5967;9.40833333333333;9.005;5.93166666666667;5.63333333333333;5.73833333333333;4.65333333333333;2.51833333333333;"G";"G"
"663";10.7054;8.4293;7.5954;5.6154;5.8026;2.9383;3.5621;15.8166666666667;13.3483333333333;12.34;9.23333333333333;9.20666666666667;5.28;5.38833333333333;"F";"F"
"664";9.1089;7.1092;5.999;4.1907;4.4825;2.0504;1.0291;12.585;11.2;9.10833333333333;7.005;7.05833333333333;3.13;1.67833333333333;"G";"G"
"665";10.1347;8.075;7.0247;5.1565;5.3626;2.7228;3.2783;15.4833333333333;13.4433333333333;12.0066666666667;9.12666666666667;9.23166666666667;4.87166666666667;4.91666666666667;"F";"F"
"666";7.1757;6.6335;4.0657;3.8972;4.1033;2.5936;1.3988;9.745;9.34166666666667;6.26833333333333;5.97;6.075;4.29666666666667;2.31;"G";"G"
"667";11.5052;9.229;8.3952;6.4151;6.6024;4.3625;5.3126;16.9966666666667;14.5283333333333;13.52;10.4133333333333;10.3866666666667;6.82;7.58166666666667;"F";"F"
"668";11.4954;9.2193;8.3854;6.4053;6.5926;4.3527;4.8197;16.7966666666667;14.3283333333333;13.32;10.2133333333333;10.1866666666667;6.62;6.61333333333333;"F";"G"
"669";11.4954;9.2193;8.3854;6.4053;6.5926;4.3527;4.8197;16.7966666666667;14.3283333333333;13.32;10.2133333333333;10.1866666666667;6.62;6.61333333333333;"F";"G"
"670";11.4318;8.8354;8.3218;6.0214;6.2087;3.258;3.2542;15.895;13.6816666666667;12.4183333333333;9.56666666666667;9.54;5.61;4.82666666666667;"G";"G"
"671";11.1186;8.8643;8.0086;6.0504;6.2377;2.8304;2.9411;15.6616666666667;13.6933333333333;12.185;9.57833333333333;9.55166666666667;5.365;4.59333333333333;"F";"G"
"672";8.9579;7.253;5.8479;4.5363;4.6263;2.1942;0.651;12.995;11.9216666666667;9.51833333333333;7.71666666666667;7.78;3.85166666666667;1.56333333333333;"G";"G"
"673";7.3099;6.7677;3.5001;4.0314;4.2375;3.3262;2.3273;10.2916666666667;9.88833333333333;6.28833333333333;6.47666666666667;6.58166666666667;5.64666666666667;4.115;"G";"G"
"674";11.4609;8.8645;8.3509;6.0505;6.2378;3.2871;3.2833;15.9983333333333;13.785;12.5216666666667;9.67;9.64333333333333;5.71333333333333;4.93;"G";"G"
"675";11.4723;8.8758;8.3623;6.0619;6.2492;3.2985;3.2947;15.935;13.7216666666667;12.4583333333333;9.60666666666667;9.58;5.65;4.86666666666667;"G";"G"
"676";9.5818;7.6718;6.4719;4.7533;5.0451;2.613;1.2743;13.8916666666667;12.8966666666667;10.415;8.70166666666667;8.755;4.82666666666667;2.745;"G";"G"
"677";9.3514;7.6243;6.2414;4.7058;4.9976;2.5655;1.0439;13.5816666666667;12.8166666666667;10.105;8.62166666666667;8.675;4.74666666666667;2.435;"G";"G"
"678";7.9986;7.4564;3.5686;4.7201;4.9262;3.991;2.6004;11.07;10.6666666666667;6.48833333333333;7.255;7.36;6.35333333333333;4.21833333333333;"G";"G"
"679";11.9046;9.6285;8.7946;6.8145;7.0018;4.7619;5.23;17.4;14.9316666666667;13.9233333333333;10.8166666666667;10.79;7.22333333333333;7.91833333333333;"F";"F"
"680";6.9996;7.4231;2.6421;4.9103;5.078;6.01;4.6006;8.4;11.11;4.935;8.18666666666667;8.37;8.80166666666667;6.805;"C";"C"
"681";12.2985;9.6327;9.1885;6.8188;7.0061;4.1247;4.1209;17.2033333333333;14.9333333333333;13.7266666666667;10.8183333333333;10.7916666666667;6.91833333333333;6.135;"G";"G"
"682";7.9051;7.3629;4.7951;4.6266;4.8327;3.4198;2.0146;10.6416666666667;10.2383333333333;7.165;6.86666666666667;6.97166666666667;5.22833333333333;3.16;"G";"G"
"683";8.042;7.4998;4.932;4.7635;4.9696;3.0921;1.0939;11.2683333333333;10.865;7.79166666666667;7.49333333333333;7.59833333333333;4.55333333333333;2.215;"G";"G"
"684";8.5955;8.0533;5.4856;5.317;5.5231;3.0122;0.418;12.0233333333333;11.62;8.54666666666667;8.24833333333333;8.35333333333333;4.95833333333333;0.955;"G";"G"
"685";12.6372;10.3611;9.5272;7.5471;7.7344;5.4945;6.4446;18.4066666666667;15.9383333333333;14.93;11.8233333333333;11.7966666666667;8.23;8.99166666666667;"F";"F"
"686";8.1147;7.5725;5.0047;4.8362;5.0423;3.1788;1.1666;11.3933333333333;10.99;7.91666666666667;7.61833333333333;7.72333333333333;4.72666666666667;2.34;"G";"G"
"687";11.2568;10.0826;8.1468;7.2686;7.4559;4.5746;3.0792;16.65;15.39;13.1733333333333;11.275;11.2483333333333;7.50166666666667;5.58166666666667;"G";"G"
"688";10.7802;9.9575;7.6702;7.1436;7.3308;4.4495;2.6026;15.8583333333333;14.9516666666667;12.3816666666667;10.8366666666667;10.81;7.06333333333333;4.79;"G";"G"
"689";11.4805;10.138;8.3705;7.324;7.5113;4.6299;3.3029;16.51;15.4283333333333;13.0333333333333;11.3133333333333;11.2866666666667;7.54;5.44166666666667;"G";"G"
"690";11.1686;10.0742;8.0586;7.2603;7.4475;4.5662;2.991;15.9783333333333;15.2483333333333;12.5016666666667;11.1333333333333;11.1066666666667;7.36;4.91;"G";"G"
"691";11.6604;10.3178;8.5504;7.5039;7.6911;4.8098;3.4828;16.91;15.8283333333333;13.4333333333333;11.7133333333333;11.6866666666667;7.94;5.84166666666667;"G";"G"
"692";8.9538;8.4116;5.0438;5.6753;5.8814;3.4751;1.6634;11.7316666666667;11.3283333333333;7.91;7.95666666666667;8.06166666666667;4.88833333333333;3.17833333333333;"G";"G"
"693";8.8952;8.353;4.9852;5.6167;5.8228;3.6625;1.6243;11.8583333333333;11.455;8.03666666666667;8.08333333333333;8.18833333333333;5.45;3.25333333333333;"G";"G"
"694";8.9889;8.4467;5.8789;5.7104;5.9165;3.7705;0.7672;12.8716666666667;12.4683333333333;9.395;9.09666666666667;9.20166666666667;5.855;1.74833333333333;"G";"G"
"695";9.1532;8.611;5.2432;5.8747;6.0808;4.1217;1.8823;12.2666666666667;11.8633333333333;8.445;8.49166666666667;8.59666666666667;6.035;3.66166666666667;"G";"G"
"696";13.7492;10.993;10.6392;8.179;8.3663;5.5754;5.5716;19.7283333333333;17.4;16.2516666666667;13.285;13.2583333333333;9.44333333333333;8.66;"G";"G"
"697";8.9816;8.4394;5.0715;5.7031;5.9092;3.9501;1.7107;11.8233333333333;11.42;8.00166666666667;8.04833333333333;8.15333333333333;5.59166666666667;3.21833333333333;"G";"G"
"698";9.376;8.8338;5.466;6.0975;6.3036;4.3446;2.1052;12.7216666666667;12.3183333333333;8.9;8.94666666666667;9.05166666666667;6.49;4.11666666666667;"G";"G"
"699";12.2784;11.1472;9.1684;8.3332;8.5205;5.7296;4.1008;18.0383333333333;17.045;14.5616666666667;12.93;12.9033333333333;9.08833333333333;6.97;"G";"G"
"700";9.8355;9.2933;5.9255;6.557;6.7631;4.1383;1.8141;13.13;12.7266666666667;9.30833333333333;9.355;9.46;6.005;3.81833333333333;"G";"G"
"701";10.188;9.6458;6.2779;6.9094;7.1155;4.4908;1.539;13.8916666666667;13.4883333333333;10.07;10.1166666666667;10.2216666666667;6.76666666666667;3.71666666666667;"G";"G"
"702";10.2912;9.749;6.3811;7.0126;7.2187;4.594;1.583;14.1833333333333;13.78;10.3616666666667;10.4083333333333;10.5133333333333;7.05833333333333;3.77833333333333;"G";"G"
"703";11.2661;10.7239;8.1561;7.9876;8.1937;6.2128;3.0885;16.4683333333333;16.065;12.9916666666667;12.6933333333333;12.7983333333333;9.12833333333333;5.4;"G";"G"
"704";11.1778;10.6356;8.0678;7.8993;8.1054;6.2506;3.0003;16.3283333333333;15.925;12.8516666666667;12.5533333333333;12.6583333333333;9.215;5.26;"G";"G"
"705";10.252;9.7098;6.342;6.9735;7.1796;4.5548;2.2307;13.545;13.1416666666667;9.72333333333333;9.77;9.875;6.42;4.23333333333333;"G";"G"
"706";10.6183;10.0761;6.7083;7.3398;7.5459;4.9211;1.9218;14.56;14.1566666666667;10.7383333333333;10.785;10.89;7.435;4.635;"G";"G"
"707";10.6371;10.0949;6.727;7.3586;7.5647;4.9399;1.9406;14.605;14.2016666666667;10.7833333333333;10.83;10.935;7.48;4.68;"G";"G"
"708";10.5785;10.0363;6.6684;7.3;7.5061;4.8813;1.9514;14.4683333333333;14.065;10.6466666666667;10.6933333333333;10.7983333333333;7.34333333333333;4.63166666666667;"G";"G"
"709";10.6036;10.0614;6.6936;7.3251;7.5312;4.9064;2.1685;14.3383333333333;13.935;10.5166666666667;10.5633333333333;10.6683333333333;7.21333333333333;4.915;"G";"G"
"710";10.6036;10.0614;6.6936;7.3251;7.5312;4.9064;2.1685;14.3383333333333;13.935;10.5166666666667;10.5633333333333;10.6683333333333;7.21333333333333;4.915;"G";"G"
"711";10.6036;10.0614;6.6936;7.3251;7.5312;4.9064;2.1685;14.3383333333333;13.935;10.5166666666667;10.5633333333333;10.6683333333333;7.21333333333333;4.915;"G";"G"
"712";11.6789;10.3581;6.9903;7.6218;7.8279;5.2031;2.4653;14.55;14.4583333333333;11.04;11.0866666666667;11.1916666666667;7.73666666666667;5.42333333333333;"G";"G"
"713";11.0112;10.469;7.1012;7.7327;7.9388;5.314;3.3771;14.94;14.5366666666667;11.1183333333333;11.165;11.27;7.815;5.51666666666667;"G";"G"
"714";12.2864;11.7442;8.726;9.0079;9.214;6.9388;4.1088;17.66;17.2566666666667;13.8566666666667;13.885;13.99;10.5533333333333;6.59166666666667;"G";"G"
"715";12.1251;11.5829;8.5647;8.8466;9.0527;6.7775;3.9475;16.6716666666667;16.2683333333333;12.8683333333333;12.8966666666667;13.0016666666667;9.565;5.60333333333333;"G";"G"
"716";12.4398;11.8976;8.8794;9.1613;9.3674;7.0923;4.2622;17.0066666666667;16.6033333333333;13.2033333333333;13.2316666666667;13.3366666666667;9.9;5.93833333333333;"G";"G"
"717";14.1925;13.6503;10.6321;10.914;11.1201;8.8449;6.0149;21.3033333333333;20.9;17.5;17.5283333333333;17.6333333333333;14.1966666666667;10.235;"G";"G"
"718";13.7258;13.1349;10.1167;10.3986;10.6047;8.3296;5.4996;19.1866666666667;18.8033333333333;15.4033333333333;15.4316666666667;15.5366666666667;12.1;8.13833333333333;"G";"G"
"719";16.7978;16.2556;13.2374;13.5193;13.7254;11.4502;8.6202;26.6216666666667;26.2183333333333;22.8183333333333;22.8466666666667;22.9516666666667;19.515;15.5533333333333;"G";"G"
"720";16.7978;16.2556;13.2374;13.5193;13.7254;11.4502;8.6202;26.6216666666667;26.2183333333333;22.8183333333333;22.8466666666667;22.9516666666667;19.515;15.5533333333333;"G";"G"
"721";17.1875;14.5269;18.8802;15.4304;15.2403;16.3259;18.5745;18.4383333333333;15.1816666666667;21.75;16.9716666666667;16.7183333333333;17.885;21.3266666666667;"B";"B"
"722";2.3873;2.7091;5.8994;5.2449;5.1802;6.7951;10.253;3.10333333333333;3.855;8.27666666666667;8.32166666666667;7.89166666666667;10.98;13.925;"A";"A"
"723";8.5013;5.8408;9.2419;5.7171;5.527;5.7243;7.955;13.0116666666667;9.755;14.2816666666667;9.37166666666667;9.11833333333333;9.22333333333333;12.725;"E";"E"
"724";7.887;5.2827;8.4209;4.8961;4.706;4.9033;7.134;12.7533333333333;9.59333333333333;12.645;7.735;7.48166666666667;7.58666666666667;11.0883333333333;"E";"E"
"725";3.2609;1.4264;5.968;2.519;2.329;4.0302;6.376;6.15333333333333;2.68666666666667;8.755;4.15;3.89666666666667;7;10.1133333333333;"B";"B"
"726";7.5692;4.9649;8.1031;4.5783;4.3882;4.5855;6.8162;12.3916666666667;9.23166666666667;12.2833333333333;7.37333333333333;7.12;7.225;10.7266666666667;"E";"E"
